date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:29:30	2366/2366	---M-Z	200	added ('OK')	text/xml	date:Wed,%2016%20Sep%202020%2014:29:30%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-json/oembed/1.0/embeda399	(from http://localhost/wordpress/contact/)
16:29:30	2278/2278	---M--	200	added ('OK')	application/json	date:Wed,%2016%20Sep%202020%2014:29:29%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fcontact%2F	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-json/oembed/1.0/embed9bba.json	(from http://localhost/wordpress/contact/)
16:29:31	2693/2693	---M--	200	added ('OK')	application/json	date:Wed,%2016%20Sep%202020%2014:29:30%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-json/wp/v2/pages/2.json	(from http://localhost/wordpress/sample-page/)
16:29:31	742/742	---M-Z	200	added ('OK')	application/rss+xml	etag:%224b97a841087187c4e0e1f5dfffa28d6f-gzip%22	http://localhost/wordpress/sample-page/feed/	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/sample-page/feed/index.html	(from http://localhost/wordpress/sample-page/)
16:29:31	2298/2298	---M--	200	added ('OK')	application/json	date:Wed,%2016%20Sep%202020%2014:29:31%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fsample-page%2F	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-json/oembed/1.0/embed19c7.json	(from http://localhost/wordpress/sample-page/)
16:29:32	2386/2386	---M-Z	200	added ('OK')	text/xml	date:Wed,%2016%20Sep%202020%2014:29:31%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fsample-page%2F&format=xml	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-json/oembed/1.0/embed8b1f	(from http://localhost/wordpress/sample-page/)
16:29:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Sep%202020%2014:29:32%20GMT	http://localhost/wordpress/?p=2	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/index905b.html	(from http://localhost/wordpress/sample-page/)
16:29:32	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2016%20Sep%202020%2014:29:32%20GMT	http://localhost/wordpress/wp-admin/	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-admin/index.html	(from http://localhost/wordpress/sample-page/)
16:29:45	223892/223892	---M--	200	added ('OK')	font/woff2	etag:%2236a94-59583f2a97700%22	http://localhost/wordpress/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-upright-var.woff2	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-upright-var.woff2	(from http://localhost/wordpress/wp-content/themes/twentytwenty/style.css?ver=1.5)
16:29:45	236832/236832	---M--	200	added ('OK')	font/woff2	etag:%2239d20-59583f2a97700%22	http://localhost/wordpress/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-italic-var.woff2	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-italic-var.woff2	(from http://localhost/wordpress/wp-content/themes/twentytwenty/style.css?ver=1.5)
16:29:45	631/631	---M--	200	added ('OK')	application/json	date:Wed,%2016%20Sep%202020%2014:29:45%20GMT	http://localhost/wordpress/wp-json/wp/v2/categories/1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-json/wp/v2/categories/1.json	(from http://localhost/wordpress/category/uncategorized/)
16:29:46	1729/1729	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a6e7576e4f6c6f086966efa4baf369b8-gzip%22	http://localhost/wordpress/category/uncategorized/feed/	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/category/uncategorized/feed/index.html	(from http://localhost/wordpress/category/uncategorized/)
16:29:46	1655/1655	---M-Z	200	added ('OK')	application/rss+xml	etag:%224b97a841087187c4e0e1f5dfffa28d6f-gzip%22	http://localhost/wordpress/2020/09/16/hello-world/feed/	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/2020/09/16/hello-world/feed/index.html	(from http://localhost/wordpress/2020/09/16/hello-world/)
16:29:46	1743/1743	---M--	200	added ('OK')	application/json	date:Wed,%2016%20Sep%202020%2014:29:46%20GMT	http://localhost/wordpress/wp-json/wp/v2/posts/1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-json/wp/v2/posts/1.json	(from http://localhost/wordpress/2020/09/16/hello-world/)
16:29:46	2329/2329	---M--	200	added ('OK')	application/json	date:Wed,%2016%20Sep%202020%2014:29:46%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F2020%2F09%2F16%2Fhello-world%2F	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-json/oembed/1.0/embed9614.json	(from http://localhost/wordpress/2020/09/16/hello-world/)
16:29:46	2411/2411	---M-Z	200	added ('OK')	text/xml	date:Wed,%2016%20Sep%202020%2014:29:46%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F2020%2F09%2F16%2Fhello-world%2F&format=xml	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-json/oembed/1.0/embed2ad9	(from http://localhost/wordpress/2020/09/16/hello-world/)
16:29:46	2861/2861	---M-Z	200	added ('OK')	application/javascript	etag:%22b2d-5ae305e1a5300-gzip%22	http://localhost/wordpress/wp-includes/js/comment-reply.min.js?ver=5.5.1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/comment-reply.mind03b.js	(from http://localhost/wordpress/2020/09/16/hello-world/)
16:29:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Sep%202020%2014:29:47%20GMT	http://localhost/wordpress/?p=1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/indexcff1.html	(from http://localhost/wordpress/2020/09/16/hello-world/)
16:29:47	580/580	---M--	200	added ('OK')	application/json	date:Wed,%2016%20Sep%202020%2014:29:47%20GMT	http://localhost/wordpress/wp-json/wp/v2/users/1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-json/wp/v2/users/1.json	(from http://localhost/wordpress/author/admin/)
16:29:47	1711/1711	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a6e7576e4f6c6f086966efa4baf369b8-gzip%22	http://localhost/wordpress/author/admin/feed/	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/author/admin/feed/index.html	(from http://localhost/wordpress/author/admin/)
16:29:47	33042/33042	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2014:29:47%20GMT	http://localhost/wordpress/2020/09/16/hello-world/?replytocom=1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/2020/09/16/hello-world/index6809.html	(from http://localhost/wordpress/2020/09/16/hello-world/)
16:29:47	6733/6733	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2014:29:47%20GMT	http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-login699e.html	(from http://localhost/wordpress/wp-admin/)
16:29:47	59009/59009	---M-Z	200	added ('OK')	text/css	etag:%22e681-5aaa63de0f7c0-gzip%22	http://localhost/wordpress/wp-includes/css/dashicons.min.css?ver=5.5.1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/css/dashicons.mind03b.css	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:49	5845/5845	---M-Z	200	added ('OK')	text/css	etag:%2216d5-5a9d7358c4040-gzip%22	http://localhost/wordpress/wp-includes/css/buttons.min.css?ver=5.5.1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/css/buttons.mind03b.css	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:49	24500/24500	---M-Z	200	added ('OK')	text/css	etag:%225fb4-5aa10b9259580-gzip%22	http://localhost/wordpress/wp-admin/css/forms.min.css?ver=5.5.1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-admin/css/forms.mind03b.css	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:49	2477/2477	---M-Z	200	added ('OK')	text/css	etag:%229ad-57cc15c805580-gzip%22	http://localhost/wordpress/wp-admin/css/l10n.min.css?ver=5.5.1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-admin/css/l10n.mind03b.css	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:49	5486/5486	---M-Z	200	added ('OK')	text/css	etag:%22156e-5a9d7358c4040-gzip%22	http://localhost/wordpress/wp-admin/css/login.min.css?ver=5.5.1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-admin/css/login.mind03b.css	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:50	2830/2830	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2014:29:49%20GMT	http://localhost/wordpress/wp-login.php?action=lostpassword	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-loginc2b6.html	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:50	353/353	---M-Z	200	added ('OK')	application/javascript	etag:%22161-595c52fd2e6c0-gzip%22	http://localhost/wordpress/wp-includes/js/zxcvbn-async.min.js?ver=1.0	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/zxcvbn-async.min5152.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:51	353/353	---M-Z	200	added ('OK')	application/javascript	etag:%22161-57cf3a13426c0-gzip%22	http://localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?ver=3.42.0	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min2e00.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:51	7987/7987	---M-Z	200	added ('OK')	application/javascript	etag:%221f33-58c4c756c7ac0-gzip%22	http://localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-fetch.min6e0e.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:51	888/888	---M-Z	200	added ('OK')	application/javascript	etag:%22378-59e3a3b7ea2c0-gzip%22	http://localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?ver=3.42.0	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min2e00.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:52	7165/7165	---M-Z	200	added ('OK')	application/javascript	etag:%221bfd-58147f1cda2c0-gzip%22	http://localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-formdata.mine9bd.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:52	417/417	---M-Z	200	added ('OK')	application/javascript	etag:%221a1-57cf3a13426c0-gzip%22	http://localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?ver=2.0.2	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min4c56.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:52	96873/96873	---M-Z	200	added ('OK')	application/javascript	etag:%2217a69-5890dc7401880-gzip%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/jquery/jquery4a5f.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:53	1119/1119	---M-Z	200	added ('OK')	application/javascript	etag:%2245f-5a8c4e2d1a600-gzip%22	http://localhost/wordpress/wp-admin/js/password-strength-meter.min.js?ver=5.5.1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-admin/js/password-strength-meter.mind03b.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:53	9532/9532	---M-Z	200	added ('OK')	application/javascript	etag:%22253c-5ac0dbbfc9c00-gzip%22	http://localhost/wordpress/wp-includes/js/dist/i18n.min.js?ver=bb7c3c45d012206bfcd73d6a31f84d9e	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/dist/i18n.min77be.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:53	1079/1079	---M-Z	200	added ('OK')	application/javascript	etag:%22437-595c52fd2e6c0-gzip%22	http://localhost/wordpress/wp-includes/js/wp-util.min.js?ver=5.5.1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/wp-util.mind03b.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:53	47085/47085	---M-Z	200	added ('OK')	application/javascript	etag:%22b7ed-59ff62a7a90c0-gzip%22	http://localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?ver=3.6.4	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill-url.min5aed.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:53	16154/16154	---M-Z	200	added ('OK')	application/javascript	etag:%223f1a-595c52fd2e6c0-gzip%22	http://localhost/wordpress/wp-includes/js/underscore.min.js?ver=1.8.3	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/underscore.min4511.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:53	5592/5592	---M-Z	200	added ('OK')	application/javascript	etag:%2215d8-5a96744969c40-gzip%22	http://localhost/wordpress/wp-admin/js/user-profile.min.js?ver=5.5.1	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-admin/js/user-profile.mind03b.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
16:29:54	1372/1372	---M--	200	added ('OK')	image/gif	etag:%2255c-5942a870f08c0%22	http://localhost/wordpress/wp-admin/images/loading.gif	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-admin/images/loading.gif	(from http://localhost/wordpress/wp-admin/css/forms.min.css?ver=5.5.1)
16:29:54	99310/99310	---M-Z	200	added ('OK')	application/javascript	etag:%22183ee-5a937aa4cab40-gzip%22	http://localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4	C:/My%20Web%20Sites/TestCopy/localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill.min89b1.js	(from http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1)
